Orthogroup	gila	anole
OG0005162	augTM-ENSACAT00000029940-0	ENSACAT00000040161
OG0005163	augTM-ENSACAT00000013662-0	ENSACAT00000013662
OG0005164	augTM-ENSACAT00000030854-0	ENSACAT00000030854
OG0005165	augTM-ENSACAT00000011582-0	ENSACAT00000011582
OG0005167	augTMR-ENSACAT00000002031-0	ENSACAT00000002031
OG0005168	augTM-ENSACAT00000002696-0	ENSACAT00000043111, ENSACAT00000002696
OG0005169	augTMR-ENSACAT00000000579-0	ENSACAT00000000579
OG0005171	augTM-ENSACAT00000000949-0	ENSACAT00000000949
OG0005172	ENSACAT00000002062-1	ENSACAT00000056320
OG0005173	augTM-ENSACAT00000008545-0	ENSACAT00000008545
OG0005174	augTMR-ENSACAT00000013731-0	ENSACAT00000048527
OG0005175	augTM-ENSACAT00000026928-0	ENSACAT00000026928
OG0005178	augTMR-ENSACAT00000030638-1, augTMR-ENSACAT00000006736-1	ENSACAT00000006736
OG0005179	augTM-ENSACAT00000006631-3	ENSACAT00000006631
OG0005182	ENSACAT00000000545-0	ENSACAT00000000545
OG0005184	augTM-ENSACAT00000023826-1	ENSACAT00000048507, ENSACAT00000005333, ENSACAT00000023826
OG0005185	augTM-ENSACAT00000005363-0	ENSACAT00000041257, ENSACAT00000056443, ENSACAT00000005363
OG0005186	ENSACAT00000008675-0	ENSACAT00000053265
OG0005187	augTM-ENSACAT00000024592-0	ENSACAT00000024592
OG0005188	augTM-ENSACAT00000008854-2	ENSACAT00000042182, ENSACAT00000008854
OG0005189	augTM-ENSACAT00000009315-2	ENSACAT00000009315
OG0005190	ENSACAT00000006903-0	ENSACAT00000006903
OG0005192	augTM-ENSACAT00000006461-1, augTM-ENSACAT00000001893-0	ENSACAT00000001893
OG0005193	augTM-ENSACAT00000009559-0	ENSACAT00000009559
OG0005194	augTM-ENSACAT00000001010-0	ENSACAT00000055814, ENSACAT00000001010
OG0005196	augTMR-ENSACAT00000015992-0	ENSACAT00000015992
OG0005200	augTM-ENSACAT00000002263-0	ENSACAT00000040738, ENSACAT00000002263
OG0005204	augTM-ENSACAT00000003782-0	ENSACAT00000030457, ENSACAT00000003782
OG0005206	augTM-ENSACAT00000003767-0	ENSACAT00000003767
OG0005207	augTM-ENSACAT00000014593-0	ENSACAT00000057536, ENSACAT00000014593
OG0005208	ENSACAT00000028248-1	ENSACAT00000028248, ENSACAT00000046901, ENSACAT00000058683
OG0005209	augTM-ENSACAT00000006177-0	ENSACAT00000006177, ENSACAT00000040859
OG0005210	augCGP-7173.t1	ENSACAT00000011554
OG0005211	augTM-ENSACAT00000000627-0	ENSACAT00000039280
OG0005212	ENSACAT00000009762-0	ENSACAT00000009762
OG0005213	augTMR-ENSACAT00000009809-0	ENSACAT00000043626, ENSACAT00000009809
OG0005214	augTM-ENSACAT00000010732-0	ENSACAT00000010732
OG0005215	augTM-ENSACAT00000001945-0	ENSACAT00000001945
OG0005217	augTM-ENSACAT00000014995-0	ENSACAT00000014995
OG0005219	ENSACAT00000011059-0	ENSACAT00000039189, ENSACAT00000046542, ENSACAT00000011059
OG0005221	augTM-ENSACAT00000009630-1	ENSACAT00000058811
OG0005223	augTM-ENSACAT00000001124-0	ENSACAT00000007856
OG0005224	augTM-ENSACAT00000006656-0	ENSACAT00000006656, ENSACAT00000042502
OG0005226	augTM-ENSACAT00000007497-0	ENSACAT00000007497
OG0005227	augTM-ENSACAT00000000988-0, augTM-ENSACAT00000029865-0	ENSACAT00000000988
OG0005229	augTM-ENSACAT00000001110-0	ENSACAT00000001110, ENSACAT00000053555
OG0005231	augTMR-ENSACAT00000010876-2	ENSACAT00000014963, ENSACAT00000010876
OG0005233	augTM-ENSACAT00000003183-0	ENSACAT00000003183, ENSACAT00000045463
OG0005234	augTM-ENSACAT00000022479-0	ENSACAT00000051300
OG0005235	augTM-ENSACAT00000003481-0	ENSACAT00000003481
OG0005239	augTM-ENSACAT00000016432-2	ENSACAT00000016432, ENSACAT00000054240, ENSACAT00000041992
OG0005241	augTM-ENSACAT00000001269-0	ENSACAT00000008705, ENSACAT00000001269
OG0005242	augTM-ENSACAT00000007906-0	ENSACAT00000052108
OG0005243	augTM-ENSACAT00000008604-0	ENSACAT00000044106, ENSACAT00000008604
OG0005245	augTMR-ENSACAT00000011013-0	ENSACAT00000011013, ENSACAT00000043287
OG0005246	augTM-ENSACAT00000012147-0	ENSACAT00000012147
OG0005247	augTM-ENSACAT00000012686-1	ENSACAT00000012686
OG0005248	ENSACAT00000012706-1	ENSACAT00000012706
OG0005249	ENSACAT00000010031-0	ENSACAT00000041666, ENSACAT00000010031
OG0005250	augTM-ENSACAT00000013033-0	ENSACAT00000013033, ENSACAT00000030889
OG0005251	augTM-ENSACAT00000030380-0, augTM-ENSACAT00000009374-0	ENSACAT00000030380
OG0005254	augTMR-ENSACAT00000003401-0	ENSACAT00000003401
OG0005255	augTMR-ENSACAT00000024731-0	ENSACAT00000053983, ENSACAT00000024731
OG0005256	augTM-ENSACAT00000016198-0	ENSACAT00000052761
OG0005257	augTM-ENSACAT00000006953-1	ENSACAT00000006953
OG0005258	ENSACAT00000017520-0	ENSACAT00000017520
OG0005259	augTM-ENSACAT00000000383-0, augTM-ENSACAT00000027805-0	ENSACAT00000027805
OG0005261	augTM-ENSACAT00000007748-0	ENSACAT00000004820
OG0005262	augTM-ENSACAT00000000571-1	ENSACAT00000000571
OG0005263	augTM-ENSACAT00000007143-0	ENSACAT00000007143, ENSACAT00000000152
OG0005264	ENSACAT00000025213-0	ENSACAT00000025213, ENSACAT00000024196
OG0005265	augTM-ENSACAT00000017730-0	ENSACAT00000017730
OG0005267	augTM-ENSACAT00000006589-0	ENSACAT00000047366
OG0005270	augTMR-ENSACAT00000017029-0	ENSACAT00000038809, ENSACAT00000017029
OG0005271	augTM-ENSACAT00000003228-0	ENSACAT00000048234, ENSACAT00000038319
OG0005274	ENSACAT00000010850-0	ENSACAT00000010850
OG0005275	ENSACAT00000000406-0	ENSACAT00000000406
OG0005278	ENSACAT00000029984-0	ENSACAT00000048897
OG0005280	augTM-ENSACAT00000030266-0	ENSACAT00000053121, ENSACAT00000058483
OG0005281	augTM-ENSACAT00000010908-0	ENSACAT00000058487
OG0005282	augCGP-12995.t1	ENSACAT00000011496
OG0005284	augTM-ENSACAT00000006499-0	ENSACAT00000039565, ENSACAT00000055024
OG0005285	ENSACAT00000006270-1	ENSACAT00000006270
OG0005289	augTM-ENSACAT00000015612-0, augTM-ENSACAT00000029141-0	ENSACAT00000015612
OG0005290	augTM-ENSACAT00000027536-0	ENSACAT00000027536
OG0005292	ENSACAT00000014735-0	ENSACAT00000014735
OG0005294	augTM-ENSACAT00000029542-0	ENSACAT00000057436
OG0005297	augTM-ENSACAT00000007919-0	ENSACAT00000053738, ENSACAT00000007919
OG0005298	augTM-ENSACAT00000003732-0	ENSACAT00000003732
OG0005303	augTM-ENSACAT00000009836-0	ENSACAT00000054284
OG0005305	augCGP-9223.t1, augCGP-10881.t1	ENSACAT00000033355
OG0005307	augCGP-5478.t1	ENSACAT00000043366, ENSACAT00000014957
OG0005309	augTM-ENSACAT00000010814-0	ENSACAT00000044012
OG0005311	augTM-ENSACAT00000002724-0	ENSACAT00000010079
OG0005447	augTM-ENSACAT00000004322-1	ENSACAT00000058279, ENSACAT00000004322
OG0005449	augTM-ENSACAT00000004030-0	ENSACAT00000037931
OG0005450	augTM-ENSACAT00000003936-1	ENSACAT00000003936
OG0005453	augTM-ENSACAT00000004255-0	ENSACAT00000004255, ENSACAT00000047940
OG0005454	augTM-ENSACAT00000004239-0	ENSACAT00000004239, ENSACAT00000043144
OG0005455	augTM-ENSACAT00000003829-0	ENSACAT00000003829
OG0005456	augTMR-ENSACAT00000016488-0	ENSACAT00000043272
OG0005457	augTM-ENSACAT00000016498-0	ENSACAT00000016498
OG0005460	augTM-ENSACAT00000014409-0	ENSACAT00000014409
OG0005463	augTM-ENSACAT00000013446-0	ENSACAT00000013446
OG0005464	augTMR-ENSACAT00000008836-0	ENSACAT00000008836
OG0005467	ENSACAT00000010235-0	ENSACAT00000010235
OG0005468	augTMR-ENSACAT00000010244-0	ENSACAT00000010244
OG0005469	augTMR-ENSACAT00000027691-0	ENSACAT00000027691
OG0005471	augTMR-ENSACAT00000000717-0	ENSACAT00000000717
OG0005473	ENSACAT00000015109-0	ENSACAT00000015109
OG0005474	ENSACAT00000015114-0	ENSACAT00000052587
OG0005475	ENSACAT00000015315-0	ENSACAT00000042947
OG0005477	augTM-ENSACAT00000023453-0	ENSACAT00000015443
OG0005478	ENSACAT00000015446-0	ENSACAT00000015446
OG0005479	augTMR-ENSACAT00000015455-0	ENSACAT00000015455
OG0005480	augTM-ENSACAT00000015621-0	ENSACAT00000015621
OG0005482	ENSACAT00000015814-0	ENSACAT00000015814
OG0005483	augTM-ENSACAT00000016047-0	ENSACAT00000016047
OG0005484	augTM-ENSACAT00000016557-0	ENSACAT00000016557
OG0005489	augTMR-ENSACAT00000002791-0	ENSACAT00000002791
OG0005491	augTM-ENSACAT00000002648-0	ENSACAT00000002648
OG0005492	ENSACAT00000004856-0	ENSACAT00000004856
OG0005493	augCGP-12526.t1	ENSACAT00000048281
OG0005496	augTM-ENSACAT00000015774-0	ENSACAT00000015774
OG0005497	augTMR-ENSACAT00000029775-0	ENSACAT00000037103, ENSACAT00000029775
OG0005498	augTMR-ENSACAT00000015821-0	ENSACAT00000050066
OG0005499	ENSACAT00000015843-0	ENSACAT00000015843
OG0005500	ENSACAT00000015911-0	ENSACAT00000015911
OG0005501	augTM-ENSACAT00000016167-0	ENSACAT00000037270
OG0005502	ENSACAT00000030372-0	ENSACAT00000050470
OG0005503	ENSACAT00000011416-0	ENSACAT00000011416
OG0005505	augTM-ENSACAT00000010948-2	ENSACAT00000010948
OG0005506	ENSACAT00000022514-0	ENSACAT00000055026
OG0005508	ENSACAT00000030739-0	ENSACAT00000030739
OG0005511	ENSACAT00000010617-0	ENSACAT00000010617
OG0005513	augTM-ENSACAT00000004190-0	ENSACAT00000004190
OG0005514	ENSACAT00000013025-0	ENSACAT00000013025
OG0005515	ENSACAT00000013287-0	ENSACAT00000013287
OG0005516	augTM-ENSACAT00000013433-1	ENSACAT00000013433
OG0005517	augTM-ENSACAT00000013435-0	ENSACAT00000042394
OG0005518	augTM-ENSACAT00000008602-0	ENSACAT00000008602
OG0005521	ENSACAT00000008759-0	ENSACAT00000008759
OG0005522	augTM-ENSACAT00000008864-0	ENSACAT00000008864
OG0005523	augTM-ENSACAT00000008961-0	ENSACAT00000008961
OG0005524	ENSACAT00000009276-0	ENSACAT00000009276
OG0005525	augTM-ENSACAT00000009799-0	ENSACAT00000009799
OG0005526	augTM-ENSACAT00000010035-0	ENSACAT00000010035
OG0005527	augTMR-ENSACAT00000014675-0	ENSACAT00000039011
OG0005528	ENSACAT00000012797-0	ENSACAT00000012797
OG0005530	ENSACAT00000007644-0	ENSACAT00000007644
OG0005531	augTM-ENSACAT00000017533-1	ENSACAT00000017533
OG0005533	augTM-ENSACAT00000017367-0	ENSACAT00000017367
OG0005536	augTMR-ENSACAT00000017223-0	ENSACAT00000038865
OG0005537	ENSACAT00000030718-0	ENSACAT00000030718
OG0005538	augCGP-9151.t1	ENSACAT00000017177
OG0005540	augTM-ENSACAT00000016992-0	ENSACAT00000016992
OG0005541	ENSACAT00000016969-0	ENSACAT00000047511
OG0005542	augTM-ENSACAT00000016946-0	ENSACAT00000016946
OG0005543	ENSACAT00000016898-0	ENSACAT00000016898
OG0005544	augTM-ENSACAT00000016876-0	ENSACAT00000016876
OG0005545	augTM-ENSACAT00000016754-0	ENSACAT00000016754
OG0005546	ENSACAT00000016497-0	ENSACAT00000016497
OG0005547	augTM-ENSACAT00000016382-0	ENSACAT00000016382
OG0005548	ENSACAT00000016366-0	ENSACAT00000016366
OG0005550	ENSACAT00000015973-0	ENSACAT00000015973
OG0005551	augTMR-ENSACAT00000001503-0	ENSACAT00000001503
OG0005553	ENSACAT00000001111-0	ENSACAT00000001111
OG0005555	ENSACAT00000016101-0	ENSACAT00000016101
OG0005556	augCGP-9240.t1	ENSACAT00000001149
OG0005558	ENSACAT00000000575-2	ENSACAT00000000575
OG0005559	ENSACAT00000030069-0	ENSACAT00000030069
OG0005560	augTM-ENSACAT00000015864-0	ENSACAT00000015864
OG0005562	ENSACAT00000015401-0	ENSACAT00000015401
OG0005564	augTM-ENSACAT00000012640-0	ENSACAT00000012640, ENSACAT00000050433
OG0005565	augTM-ENSACAT00000012685-0	ENSACAT00000012685
OG0005566	augTM-ENSACAT00000014150-0	ENSACAT00000014150
OG0005568	augTM-ENSACAT00000004873-1	ENSACAT00000004873
OG0005569	augTMR-ENSACAT00000016445-0	ENSACAT00000016445
OG0005571	augTM-ENSACAT00000016407-0	ENSACAT00000016407
OG0005572	augTM-ENSACAT00000016365-0	ENSACAT00000016365
OG0005573	ENSACAT00000016268-0	ENSACAT00000016268
OG0005574	augTM-ENSACAT00000016133-0	ENSACAT00000016133
OG0005575	ENSACAT00000016106-0	ENSACAT00000016106
OG0005576	ENSACAT00000016080-1	ENSACAT00000016080
OG0005577	augTMR-ENSACAT00000015998-0	ENSACAT00000015998
OG0005578	augTM-ENSACAT00000015974-0	ENSACAT00000015974
OG0005579	ENSACAT00000015881-0	ENSACAT00000015881
OG0005580	augCGP-12268.t1	ENSACAT00000052379
OG0005581	augTM-ENSACAT00000028318-0	ENSACAT00000028318
OG0005590	augCGP-2371.t1	ENSACAT00000014440
OG0005591	augTM-ENSACAT00000014314-0	ENSACAT00000014314
OG0005592	ENSACAT00000014121-0	ENSACAT00000014121
OG0005594	ENSACAT00000003713-1	ENSACAT00000003713
OG0005595	augTM-ENSACAT00000004529-0	ENSACAT00000004529
OG0005597	augTMR-ENSACAT00000004041-0	ENSACAT00000004041
OG0005598	augTM-ENSACAT00000004032-0	ENSACAT00000004032
OG0005600	augTMR-ENSACAT00000003090-0	ENSACAT00000003090
OG0005602	augTM-ENSACAT00000002429-0	ENSACAT00000002429
OG0005603	augTMR-ENSACAT00000002223-0	ENSACAT00000002223
OG0005604	ENSACAT00000002177-0	ENSACAT00000002177
OG0005605	ENSACAT00000002043-0	ENSACAT00000002043
OG0005606	augTM-ENSACAT00000001886-0	ENSACAT00000001886
OG0005607	augTMR-ENSACAT00000014349-0	ENSACAT00000014349
OG0005609	ENSACAT00000014616-0	ENSACAT00000014616
OG0005611	ENSACAT00000014641-0	ENSACAT00000014641
OG0005612	augTM-ENSACAT00000014654-0	ENSACAT00000014654
OG0005613	augTMR-ENSACAT00000014820-0	ENSACAT00000014820
OG0005614	augTM-ENSACAT00000015745-0	ENSACAT00000015745
OG0005616	ENSACAT00000005084-0	ENSACAT00000005084
OG0005617	ENSACAT00000005087-0	ENSACAT00000005087
OG0005618	augTM-ENSACAT00000005120-0	ENSACAT00000041102
OG0005619	ENSACAT00000005159-0	ENSACAT00000005159
OG0005621	augTMR-ENSACAT00000016099-0	ENSACAT00000016099
OG0005622	augTM-ENSACAT00000015795-0	ENSACAT00000015795
OG0005623	augTM-ENSACAT00000015660-0	ENSACAT00000038748
OG0005624	augTM-ENSACAT00000015564-0	ENSACAT00000015564
OG0005626	augTM-ENSACAT00000015147-1	ENSACAT00000015147
OG0005628	augCGP-11929.t1	ENSACAT00000049470
OG0005629	ENSACAT00000001948-0	ENSACAT00000001948
OG0005630	ENSACAT00000024115-0	ENSACAT00000024115
OG0005631	augTMR-ENSACAT00000002420-0	ENSACAT00000002420
OG0005633	ENSACAT00000002586-0	ENSACAT00000002586
OG0005634	augTMR-ENSACAT00000002776-0	ENSACAT00000002776
OG0005635	augTM-ENSACAT00000003114-0	ENSACAT00000003114
OG0005636	augTM-ENSACAT00000003155-0	ENSACAT00000003155
OG0005637	augTM-ENSACAT00000009242-0	ENSACAT00000009242
OG0005638	ENSACAT00000009425-0	ENSACAT00000046344
OG0005639	ENSACAT00000009504-0	ENSACAT00000009504
OG0005640	augTM-ENSACAT00000011165-0	ENSACAT00000055396
OG0005641	ENSACAT00000009970-0	ENSACAT00000009970
OG0005642	augTM-ENSACAT00000012716-0	ENSACAT00000012716
OG0005645	ENSACAT00000000044-0	ENSACAT00000000044
OG0005646	augTM-ENSACAT00000000045-0	ENSACAT00000000045
OG0005648	augTM-ENSACAT00000000053-1	ENSACAT00000036744
OG0005649	augTM-ENSACAT00000000060-0	ENSACAT00000000060
OG0005650	ENSACAT00000000061-1	ENSACAT00000000061
OG0005652	ENSACAT00000000064-0	ENSACAT00000000064
OG0005655	augTM-ENSACAT00000002717-0	ENSACAT00000002717
OG0005656	ENSACAT00000009733-0	ENSACAT00000009733
OG0005657	ENSACAT00000009701-0	ENSACAT00000044638
OG0005659	ENSACAT00000009519-0	ENSACAT00000009519
OG0005660	ENSACAT00000030872-0	ENSACAT00000030872
OG0005661	ENSACAT00000015604-0	ENSACAT00000015604
OG0005664	ENSACAT00000015458-0	ENSACAT00000015458
OG0005665	ENSACAT00000015286-0	ENSACAT00000015286
OG0005666	ENSACAT00000015282-0	ENSACAT00000015282
OG0005667	augTM-ENSACAT00000015255-0	ENSACAT00000015255
OG0005668	augCGP-13557.t1	ENSACAT00000015089
OG0005669	ENSACAT00000015019-0	ENSACAT00000015019
OG0005670	augTM-ENSACAT00000014821-1	ENSACAT00000014821
OG0005671	ENSACAT00000029615-0	ENSACAT00000013799
OG0005672	augTM-ENSACAT00000013785-0	ENSACAT00000058333
OG0005674	augTMR-ENSACAT00000013667-0	ENSACAT00000013667
OG0005675	augTM-ENSACAT00000013613-0	ENSACAT00000013613
OG0005678	augCGP-9014.t1	ENSACAT00000039966
OG0005680	ENSACAT00000017569-0	ENSACAT00000017569
OG0005681	augTMR-ENSACAT00000017585-0	ENSACAT00000017585
OG0005682	augTM-ENSACAT00000017599-0	ENSACAT00000057644
OG0005684	ENSACAT00000029916-0	ENSACAT00000029916
OG0005685	augTM-ENSACAT00000010160-0	ENSACAT00000010160
OG0005686	ENSACAT00000010645-0	ENSACAT00000010645
OG0005687	ENSACAT00000002747-0	ENSACAT00000002747
OG0005691	ENSACAT00000005030-0	ENSACAT00000005030
OG0005692	augTM-ENSACAT00000004825-0	ENSACAT00000004825
OG0005693	augCGP-706.t1	ENSACAT00000052487
OG0005695	augTM-ENSACAT00000004052-0	ENSACAT00000045106
OG0005697	ENSACAT00000005215-0	ENSACAT00000005215
OG0005698	augTMR-ENSACAT00000005201-0	ENSACAT00000005201
OG0005699	augTMR-ENSACAT00000005172-0	ENSACAT00000005172
OG0005700	augTM-ENSACAT00000005165-2	ENSACAT00000048144
OG0005701	ENSACAT00000003149-0	ENSACAT00000003149
OG0005702	ENSACAT00000002983-0	ENSACAT00000002983
OG0005703	ENSACAT00000002765-0	ENSACAT00000002765
OG0005704	augTM-ENSACAT00000002702-0	ENSACAT00000002702
OG0005705	augTM-ENSACAT00000002533-0	ENSACAT00000002533
OG0005706	ENSACAT00000002018-1	ENSACAT00000002018
OG0005707	ENSACAT00000001638-0	ENSACAT00000001638
OG0005711	ENSACAT00000010143-0	ENSACAT00000010143
OG0005712	augTMR-ENSACAT00000009978-1	ENSACAT00000009978, ENSACAT00000045795
OG0005715	augTM-ENSACAT00000006711-0	ENSACAT00000006711
OG0005716	augTM-ENSACAT00000006777-0	ENSACAT00000006777
OG0005717	ENSACAT00000006794-0	ENSACAT00000006794
OG0005718	augTM-ENSACAT00000007037-0	ENSACAT00000007037
OG0005719	augTM-ENSACAT00000007121-2	ENSACAT00000007121
OG0005720	ENSACAT00000007134-0	ENSACAT00000007134
OG0005721	ENSACAT00000007190-0	ENSACAT00000007190
OG0005722	augTMR-ENSACAT00000030441-0	ENSACAT00000007279
OG0005724	ENSACAT00000007468-0	ENSACAT00000007468
OG0005725	augTMR-ENSACAT00000007814-0	ENSACAT00000007814
OG0005726	augTM-ENSACAT00000007965-0	ENSACAT00000007965
OG0005728	augTM-ENSACAT00000008356-0	ENSACAT00000008356
OG0005732	augTM-ENSACAT00000009474-0	ENSACAT00000040158, ENSACAT00000009474
OG0005734	ENSACAT00000014609-1	ENSACAT00000014609
OG0005735	ENSACAT00000014250-0	ENSACAT00000014250
OG0005736	ENSACAT00000014237-1	ENSACAT00000014237
OG0005737	augTM-ENSACAT00000014208-2	ENSACAT00000014208
OG0005739	augTM-ENSACAT00000013212-0	ENSACAT00000013212
OG0005740	ENSACAT00000013164-0	ENSACAT00000013164
OG0005741	augTM-ENSACAT00000012833-1	ENSACAT00000012833
OG0005742	ENSACAT00000002536-1	ENSACAT00000002536
OG0005743	augTM-ENSACAT00000002337-0	ENSACAT00000002337
OG0005744	augTM-ENSACAT00000030212-1	ENSACAT00000030212
OG0005745	augTMR-ENSACAT00000028188-2	ENSACAT00000028188
OG0005747	ENSACAT00000029605-0	ENSACAT00000029605
OG0005749	augTMR-ENSACAT00000029124-2	ENSACAT00000029124
OG0005750	augTM-ENSACAT00000004910-0	ENSACAT00000004910
OG0005752	ENSACAT00000010798-1	ENSACAT00000010798
OG0005757	augTM-ENSACAT00000015664-0	ENSACAT00000015664
OG0005758	augTMR-ENSACAT00000016061-0	ENSACAT00000039271
OG0005759	augTM-ENSACAT00000016131-0	ENSACAT00000016131
OG0005761	augTMR-ENSACAT00000017085-0	ENSACAT00000017085
OG0005764	augTM-ENSACAT00000010080-0	ENSACAT00000010080
OG0005766	augTM-ENSACAT00000006218-0	ENSACAT00000037450
OG0005768	ENSACAT00000005712-0	ENSACAT00000005712
OG0005770	augTMR-ENSACAT00000005225-0	ENSACAT00000005225
OG0005771	augTM-ENSACAT00000005124-0	ENSACAT00000005124
OG0005772	augTM-ENSACAT00000005050-0	ENSACAT00000005050
OG0005775	augTM-ENSACAT00000001572-0	ENSACAT00000001572
OG0005776	ENSACAT00000001639-0	ENSACAT00000001639
OG0005778	augTM-ENSACAT00000001250-0	ENSACAT00000001250
OG0005779	augTMR-ENSACAT00000000952-0	ENSACAT00000000952
OG0005780	augTM-ENSACAT00000000765-0	ENSACAT00000000765
OG0005781	augTM-ENSACAT00000026095-0	ENSACAT00000026095
OG0005783	augTM-ENSACAT00000001032-0	ENSACAT00000001032
OG0005788	augTMR-ENSACAT00000022458-0	ENSACAT00000058081
OG0005790	augTM-ENSACAT00000016013-0	ENSACAT00000016013
OG0005791	ENSACAT00000016245-2	ENSACAT00000041801
OG0005792	ENSACAT00000016350-0	ENSACAT00000056709
OG0005793	ENSACAT00000016427-0	ENSACAT00000016427
OG0005794	augTM-ENSACAT00000030508-0	ENSACAT00000045154, ENSACAT00000030508
OG0005795	augTM-ENSACAT00000016666-0	ENSACAT00000016666
OG0005797	ENSACAT00000016793-0	ENSACAT00000016793
OG0005798	augTM-ENSACAT00000016804-0	ENSACAT00000016804
OG0005803	augTMR-ENSACAT00000001486-0	ENSACAT00000041772
OG0005804	augTM-ENSACAT00000001807-2	ENSACAT00000001807
OG0005805	ENSACAT00000001904-0	ENSACAT00000001904
OG0005806	augTM-ENSACAT00000001985-0	ENSACAT00000001985
OG0005807	augTM-ENSACAT00000002191-1	ENSACAT00000002191
OG0005808	augTMR-ENSACAT00000002599-1	ENSACAT00000002599
OG0005809	augTM-ENSACAT00000003039-0	ENSACAT00000003039
OG0005810	augTMR-ENSACAT00000003071-1	ENSACAT00000003071
OG0005811	augTM-ENSACAT00000003102-0	ENSACAT00000055480
OG0005814	augTM-ENSACAT00000014773-0	ENSACAT00000014773
OG0005816	augCGP-927.t1	ENSACAT00000014037
OG0005817	ENSACAT00000013827-0	ENSACAT00000013827
OG0005818	ENSACAT00000013534-0	ENSACAT00000013534
OG0005821	ENSACAT00000012849-1	ENSACAT00000012849
OG0005826	augTM-ENSACAT00000011409-0	ENSACAT00000011409
OG0005828	ENSACAT00000001525-0	ENSACAT00000001525
OG0005829	augTM-ENSACAT00000001532-0	ENSACAT00000001532
OG0005830	augTM-ENSACAT00000011315-0	ENSACAT00000011315
OG0005831	augTM-ENSACAT00000000365-0	ENSACAT00000000365
OG0005832	augTMR-ENSACAT00000029867-0	ENSACAT00000052729
OG0005833	augTMR-ENSACAT00000013085-0	ENSACAT00000013085
OG0005834	augTM-ENSACAT00000012888-1	ENSACAT00000012888
OG0005835	augTM-ENSACAT00000012726-1	ENSACAT00000012726
OG0005836	augTMR-ENSACAT00000000120-0	ENSACAT00000000120
OG0005837	augTMR-ENSACAT00000000126-0	ENSACAT00000000126
OG0005839	augTM-ENSACAT00000002325-0	ENSACAT00000002325
OG0005840	augTMR-ENSACAT00000029616-0	ENSACAT00000041628
OG0005841	augTM-ENSACAT00000007044-0	ENSACAT00000007044
OG0005842	augTMR-ENSACAT00000007061-0	ENSACAT00000051079
OG0005843	augTM-ENSACAT00000007075-0	ENSACAT00000007075
OG0005844	ENSACAT00000008490-0	ENSACAT00000008490
OG0005845	ENSACAT00000008536-0	ENSACAT00000008536
OG0005846	augTM-ENSACAT00000008794-0	ENSACAT00000008794
OG0005848	augTM-ENSACAT00000009939-0	ENSACAT00000047281
OG0005849	augTM-ENSACAT00000007081-0	ENSACAT00000040746
OG0005850	ENSACAT00000007049-0	ENSACAT00000007049
OG0005851	augTMR-ENSACAT00000010492-0	ENSACAT00000010492
OG0005855	ENSACAT00000005261-0	ENSACAT00000005261
OG0005857	ENSACAT00000005334-0	ENSACAT00000005334
OG0005858	augTMR-ENSACAT00000005396-0	ENSACAT00000005396
OG0005859	augTMR-ENSACAT00000005911-0	ENSACAT00000005911
OG0005860	ENSACAT00000005937-0	ENSACAT00000005937
OG0005861	ENSACAT00000006748-0	ENSACAT00000006748
OG0005862	augTM-ENSACAT00000008229-0	ENSACAT00000008229
OG0005864	ENSACAT00000008510-0	ENSACAT00000051352
OG0005865	augTM-ENSACAT00000008568-0	ENSACAT00000008568
OG0005866	ENSACAT00000008600-0	ENSACAT00000008600
OG0005867	augTMR-ENSACAT00000010252-1	ENSACAT00000010252
OG0005869	augTM-ENSACAT00000010358-0	ENSACAT00000046440
OG0005870	augTMR-ENSACAT00000010526-0	ENSACAT00000010526
OG0005871	augTM-ENSACAT00000024741-0	ENSACAT00000024741
OG0005873	ENSACAT00000014386-0	ENSACAT00000014386
OG0005874	augTM-ENSACAT00000014396-0	ENSACAT00000014396
OG0005875	augTMR-ENSACAT00000014496-0	ENSACAT00000014496
OG0005876	augTM-ENSACAT00000014710-1	ENSACAT00000014710
OG0005878	augTMR-ENSACAT00000014827-0	ENSACAT00000014827
OG0005879	augTM-ENSACAT00000014843-0	ENSACAT00000014843
OG0005880	augTMR-ENSACAT00000014861-0	ENSACAT00000014861
OG0005881	ENSACAT00000015139-0	ENSACAT00000015139
OG0005882	ENSACAT00000015194-0	ENSACAT00000015194
OG0005883	ENSACAT00000015213-0	ENSACAT00000015213
OG0005885	ENSACAT00000015250-0	ENSACAT00000015250
OG0005886	ENSACAT00000003596-0	ENSACAT00000003596
OG0005888	augTM-ENSACAT00000001621-0	ENSACAT00000001621
OG0005890	augCGP-11359.t1	ENSACAT00000057655
OG0005891	ENSACAT00000007654-0	ENSACAT00000007654
OG0005892	ENSACAT00000017764-1	ENSACAT00000017764
OG0005893	augTM-ENSACAT00000014340-0	ENSACAT00000014340
OG0005894	augTM-ENSACAT00000014290-0	ENSACAT00000014290
OG0005895	augTM-ENSACAT00000014261-0	ENSACAT00000014261
OG0005896	ENSACAT00000014169-0	ENSACAT00000051064
OG0005898	augTM-ENSACAT00000013863-0	ENSACAT00000043679
OG0005899	augTM-ENSACAT00000013820-0	ENSACAT00000057439
OG0005900	augTM-ENSACAT00000013816-0	ENSACAT00000013816
OG0005901	augTM-ENSACAT00000012443-0	ENSACAT00000012443
OG0005902	augTM-ENSACAT00000012298-0	ENSACAT00000012298
OG0005903	ENSACAT00000005509-1	ENSACAT00000005509
